ma_fast,ma_mid,ma_slow,rsi_short,rsi_cover,vol_min_pct,max_hold_bars,entry_signals,exit_signals,entries,trades,wins,win_rate,entry_fill_rate,exit_fill_rate,maker_fills,taker_fills,limit_expired,missed_entries,missed_exits,capacity_reject_entries,capacity_reject_exits,funding_bars,funding_carry_pct,return_pct,max_dd_pct,score,equity_multiple
10,20,60,62,42,0.4,24,12,16,11,11,7,63.64,91.67,68.75,11,11,6,1,5,1,13,199,-0.9901,10.3,9.28,-3.65,1.1030005722016611
7,20,52,66,38,0.8,24,4,5,4,4,3,75.0,100.0,80.0,4,4,1,0,1,0,2,92,-0.459,5.38,6.71,-3.68,1.0537677576100906
7,20,60,66,38,0.8,24,4,5,4,4,3,75.0,100.0,80.0,4,4,1,0,1,0,2,92,-0.459,5.38,6.71,-3.68,1.0537677576100906
7,30,52,58,46,1.2,24,8,8,7,7,5,71.43,87.5,87.5,7,7,2,1,1,1,3,97,-0.4838,12.51,11.43,-3.7,1.12511733655483
10,20,60,66,46,0.8,24,4,9,4,4,4,100.0,100.0,44.44,4,4,5,0,5,0,10,76,-0.3793,4.65,4.67,-3.73,1.0465235276544467
7,20,52,58,38,1.2,24,7,9,7,7,5,71.43,100.0,77.78,7,7,2,0,2,0,5,134,-0.6678,10.56,11.08,-3.85,1.1055601530767494
10,30,60,62,42,0.4,24,12,18,11,11,7,63.64,91.67,61.11,11,11,8,1,7,0,17,220,-1.094,10.48,9.28,-3.86,1.1047541900538458
7,20,60,62,42,0.4,24,11,16,11,11,7,63.64,100.0,68.75,11,11,5,0,5,0,14,203,-1.0099,8.73,9.28,-3.97,1.0873070325372622
7,30,52,62,46,1.2,24,5,6,5,5,3,60.0,100.0,83.33,5,5,1,0,1,0,2,81,-0.4042,8.49,9.72,-4.0,1.0849157146282027
7,30,60,62,46,0.8,24,11,20,11,11,8,72.73,100.0,55.0,11,11,9,0,9,0,18,219,-1.0891,7.03,7.38,-4.07,1.070306841266815
10,30,52,66,42,0.8,24,5,6,5,5,4,80.0,100.0,83.33,5,5,1,0,1,0,4,108,-0.5386,3.77,6.08,-4.36,1.0376662339949514
10,20,60,58,38,1.2,24,7,12,6,6,4,66.67,85.71,50.0,6,6,7,1,6,1,14,134,-0.6678,12.46,10.19,-4.41,1.124636219392531
7,20,60,58,42,1.2,24,7,9,7,7,4,57.14,100.0,77.78,7,7,2,0,2,0,5,126,-0.628,8.91,10.19,-4.44,1.0890559526626433
7,30,60,58,38,0.8,24,14,17,12,12,9,75.0,85.71,70.59,12,12,7,2,5,2,12,274,-1.3607,8.91,8.16,-4.5,1.0891222790360686
10,30,60,66,46,1.2,24,2,2,1,1,1,100.0,50.0,50.0,1,1,2,1,1,0,2,13,-0.065,6.3,0.86,-4.73,1.0629634886145243
