ma_fast,ma_mid,ma_slow,rsi_short,rsi_cover,vol_min_pct,max_hold_bars,entry_signals,exit_signals,entries,trades,wins,win_rate,entry_fill_rate,exit_fill_rate,maker_fills,taker_fills,limit_expired,missed_entries,missed_exits,capacity_reject_entries,capacity_reject_exits,funding_bars,funding_carry_pct,return_pct,max_dd_pct,score,equity_multiple
10,20,52,62,38,1.2,48,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,22,-0.1099,6.44,2.96,2.88,1.0643569581400534
10,20,52,62,38,1.2,96,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,22,-0.1099,6.44,2.96,2.88,1.0643569581400534
10,20,60,62,38,1.2,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,23,-0.1149,6.43,2.96,2.88,1.0643037402921462
10,20,60,62,38,1.2,48,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,23,-0.1149,6.43,2.96,2.88,1.0643037402921462
10,20,60,62,38,1.2,96,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,23,-0.1149,6.43,2.96,2.88,1.0643037402921462
10,30,60,66,38,0.4,24,3,2,2,2,2,100.0,66.67,100.0,2,2,1,1,0,0,0,38,-0.1898,9.67,1.53,2.83,1.0966879532363867
10,30,60,66,38,0.8,24,3,2,2,2,2,100.0,66.67,100.0,2,2,1,1,0,0,0,38,-0.1898,9.67,1.53,2.83,1.0966879532363867
7,20,52,58,42,1.2,24,3,3,3,3,3,100.0,100.0,100.0,3,3,0,0,0,0,0,29,-0.1449,6.7,3.31,2.73,1.0669835964814058
7,20,52,58,42,1.2,48,3,3,3,3,3,100.0,100.0,100.0,3,3,0,0,0,0,0,29,-0.1449,6.7,3.31,2.73,1.0669835964814058
7,20,52,58,42,1.2,96,3,3,3,3,3,100.0,100.0,100.0,3,3,0,0,0,0,0,29,-0.1449,6.7,3.31,2.73,1.0669835964814058
7,30,52,66,42,0.4,24,2,3,2,2,2,100.0,100.0,66.67,2,2,1,0,1,0,3,40,-0.1998,7.56,2.96,2.34,1.075605706745581
7,30,52,66,42,0.8,24,2,3,2,2,2,100.0,100.0,66.67,2,2,1,0,1,0,3,40,-0.1998,7.56,2.96,2.34,1.075605706745581
7,30,60,66,42,0.4,24,2,3,2,2,2,100.0,100.0,66.67,2,2,1,0,1,0,3,40,-0.1998,7.56,2.96,2.34,1.075605706745581
7,30,60,66,42,0.8,24,2,3,2,2,2,100.0,100.0,66.67,2,2,1,0,1,0,3,40,-0.1998,7.56,2.96,2.34,1.075605706745581
10,30,52,66,42,0.4,24,2,3,2,2,2,100.0,100.0,66.67,2,2,1,0,1,0,3,40,-0.1998,7.56,2.96,2.34,1.075605706745581
10,30,52,66,42,0.8,24,2,3,2,2,2,100.0,100.0,66.67,2,2,1,0,1,0,3,40,-0.1998,7.56,2.96,2.34,1.075605706745581
7,30,60,62,38,1.2,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,40,-0.1998,7.85,4.79,2.1,1.0785234630044485
10,30,52,62,38,1.2,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,40,-0.1998,7.85,4.79,2.1,1.0785234630044485
7,20,52,58,46,1.2,24,3,3,3,3,3,100.0,100.0,100.0,3,3,0,0,0,0,0,28,-0.1399,6.01,3.31,2.04,1.0600987298752962
7,20,52,58,46,1.2,48,3,3,3,3,3,100.0,100.0,100.0,3,3,0,0,0,0,0,28,-0.1399,6.01,3.31,2.04,1.0600987298752962
7,20,52,58,46,1.2,96,3,3,3,3,3,100.0,100.0,100.0,3,3,0,0,0,0,0,28,-0.1399,6.01,3.31,2.04,1.0600987298752962
7,30,52,62,38,1.2,48,2,3,2,2,2,100.0,100.0,66.67,2,2,1,0,1,0,2,66,-0.3295,8.91,4.46,1.89,1.089074192240915
7,30,60,62,38,1.2,48,2,3,2,2,2,100.0,100.0,66.67,2,2,1,0,1,0,3,67,-0.3344,8.9,4.46,1.89,1.0890197385313032
10,30,52,62,38,1.2,48,2,3,2,2,2,100.0,100.0,66.67,2,2,1,0,1,0,3,67,-0.3344,8.9,4.46,1.89,1.0890197385313032
10,20,52,62,42,1.2,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,19,-0.095,5.23,2.96,1.68,1.0522927169327438
10,20,52,62,42,1.2,48,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,19,-0.095,5.23,2.96,1.68,1.0522927169327438
10,20,52,62,42,1.2,96,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,19,-0.095,5.23,2.96,1.68,1.0522927169327438
7,20,52,62,42,1.2,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,20,-0.1,5.22,2.96,1.67,1.0522401022968972
7,20,52,62,42,1.2,48,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,20,-0.1,5.22,2.96,1.67,1.0522401022968972
7,20,52,62,42,1.2,96,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,20,-0.1,5.22,2.96,1.67,1.0522401022968972
7,20,60,62,42,1.2,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,20,-0.1,5.22,2.96,1.67,1.0522401022968972
7,20,60,62,42,1.2,48,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,20,-0.1,5.22,2.96,1.67,1.0522401022968972
7,20,60,62,42,1.2,96,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,20,-0.1,5.22,2.96,1.67,1.0522401022968972
7,30,52,62,38,1.2,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,40,-0.1998,7.65,4.98,1.67,1.0764765270835222
10,20,60,58,38,1.2,48,4,4,4,4,4,100.0,100.0,100.0,4,4,0,0,0,0,0,62,-0.3095,13.9,10.19,1.67,1.1389672337349452
10,20,60,58,38,1.2,96,4,4,4,4,4,100.0,100.0,100.0,4,4,0,0,0,0,0,62,-0.3095,13.9,10.19,1.67,1.1389672337349452
10,20,60,62,42,1.2,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,20,-0.1,5.22,2.96,1.67,1.0522401022968972
10,20,60,62,42,1.2,48,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,20,-0.1,5.22,2.96,1.67,1.0522401022968972
10,20,60,62,42,1.2,96,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,20,-0.1,5.22,2.96,1.67,1.0522401022968972
7,20,60,58,38,1.2,48,4,4,4,4,4,100.0,100.0,100.0,4,4,0,0,0,0,0,63,-0.3145,13.89,10.19,1.66,1.1389102853732587
7,20,60,58,38,1.2,96,4,4,4,4,4,100.0,100.0,100.0,4,4,0,0,0,0,0,63,-0.3145,13.89,10.19,1.66,1.1389102853732587
10,30,60,58,42,1.2,24,3,2,2,2,2,100.0,66.67,100.0,2,2,1,1,0,0,1,24,-0.1199,9.93,2.96,1.37,1.0992740443214468
10,30,60,58,42,1.2,48,3,2,2,2,2,100.0,66.67,100.0,2,2,1,1,0,0,1,24,-0.1199,9.93,2.96,1.37,1.0992740443214468
10,30,60,58,42,1.2,96,3,2,2,2,2,100.0,66.67,100.0,2,2,1,1,0,0,1,24,-0.1199,9.93,2.96,1.37,1.0992740443214468
10,30,60,66,42,0.4,24,3,3,2,2,2,100.0,66.67,66.67,2,2,2,1,1,0,3,38,-0.1898,9.67,1.53,1.17,1.0966879532363867
10,30,60,66,42,0.8,24,3,3,2,2,2,100.0,66.67,66.67,2,2,2,1,1,0,3,38,-0.1898,9.67,1.53,1.17,1.0966879532363867
10,20,52,62,46,1.2,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,18,-0.09,4.55,2.96,1.0,1.0455026453603653
10,20,52,62,46,1.2,48,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,18,-0.09,4.55,2.96,1.0,1.0455026453603653
10,20,52,62,46,1.2,96,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,18,-0.09,4.55,2.96,1.0,1.0455026453603653
7,20,52,62,46,1.2,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,19,-0.095,4.55,2.96,0.99,1.0454503702280973
7,20,52,62,46,1.2,48,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,19,-0.095,4.55,2.96,0.99,1.0454503702280973
7,20,52,62,46,1.2,96,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,19,-0.095,4.55,2.96,0.99,1.0454503702280973
7,20,60,62,46,1.2,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,19,-0.095,4.55,2.96,0.99,1.0454503702280973
7,20,60,62,46,1.2,48,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,19,-0.095,4.55,2.96,0.99,1.0454503702280973
7,20,60,62,46,1.2,96,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,19,-0.095,4.55,2.96,0.99,1.0454503702280973
10,20,60,62,46,1.2,24,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,19,-0.095,4.55,2.96,0.99,1.0454503702280973
10,20,60,62,46,1.2,48,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,19,-0.095,4.55,2.96,0.99,1.0454503702280973
10,20,60,62,46,1.2,96,2,2,2,2,2,100.0,100.0,100.0,2,2,0,0,0,0,0,19,-0.095,4.55,2.96,0.99,1.0454503702280973
7,20,52,66,38,1.2,24,1,1,1,1,1,100.0,100.0,100.0,1,1,0,0,0,0,0,15,-0.075,4.25,2.96,0.7,1.0425295463873245
7,20,52,66,38,1.2,48,1,1,1,1,1,100.0,100.0,100.0,1,1,0,0,0,0,0,15,-0.075,4.25,2.96,0.7,1.0425295463873245
7,20,52,66,38,1.2,96,1,1,1,1,1,100.0,100.0,100.0,1,1,0,0,0,0,0,15,-0.075,4.25,2.96,0.7,1.0425295463873245
7,20,60,66,38,1.2,24,1,1,1,1,1,100.0,100.0,100.0,1,1,0,0,0,0,0,15,-0.075,4.25,2.96,0.7,1.0425295463873245
7,20,60,66,38,1.2,48,1,1,1,1,1,100.0,100.0,100.0,1,1,0,0,0,0,0,15,-0.075,4.25,2.96,0.7,1.0425295463873245
7,20,60,66,38,1.2,96,1,1,1,1,1,100.0,100.0,100.0,1,1,0,0,0,0,0,15,-0.075,4.25,2.96,0.7,1.0425295463873245
7,30,52,66,38,1.2,24,1,1,1,1,1,100.0,100.0,100.0,1,1,0,0,0,0,0,15,-0.075,4.25,2.96,0.7,1.0425295463873245
7,30,52,66,38,1.2,48,1,1,1,1,1,100.0,100.0,100.0,1,1,0,0,0,0,0,15,-0.075,4.25,2.96,0.7,1.0425295463873245
7,30,52,66,38,1.2,96,1,1,1,1,1,100.0,100.0,100.0,1,1,0,0,0,0,0,15,-0.075,4.25,2.96,0.7,1.0425295463873245
7,30,52,66,42,1.2,24,1,1,1,1,1,100.0,100.0,100.0,1,1,0,0,0,0,1,15,-0.075,4.25,2.96,0.7,1.0425295463873245
7,30,52,66,42,1.2,48,1,1,1,1,1,100.0,100.0,100.0,1,1,0,0,0,0,1,15,-0.075,4.25,2.96,0.7,1.0425295463873245
7,30,52,66,42,1.2,96,1,1,1,1,1,100.0,100.0,100.0,1,1,0,0,0,0,1,15,-0.075,4.25,2.96,0.7,1.0425295463873245
7,30,60,66,38,1.2,24,1,1,1,1,1,100.0,100.0,100.0,1,1,0,0,0,0,0,15,-0.075,4.25,2.96,0.7,1.0425295463873245
7,30,60,66,38,1.2,48,1,1,1,1,1,100.0,100.0,100.0,1,1,0,0,0,0,0,15,-0.075,4.25,2.96,0.7,1.0425295463873245
7,30,60,66,38,1.2,96,1,1,1,1,1,100.0,100.0,100.0,1,1,0,0,0,0,0,15,-0.075,4.25,2.96,0.7,1.0425295463873245
7,30,60,66,42,1.2,24,1,1,1,1,1,100.0,100.0,100.0,1,1,0,0,0,0,1,15,-0.075,4.25,2.96,0.7,1.0425295463873245
7,30,60,66,42,1.2,48,1,1,1,1,1,100.0,100.0,100.0,1,1,0,0,0,0,1,15,-0.075,4.25,2.96,0.7,1.0425295463873245
7,30,60,66,42,1.2,96,1,1,1,1,1,100.0,100.0,100.0,1,1,0,0,0,0,1,15,-0.075,4.25,2.96,0.7,1.0425295463873245
10,20,52,66,38,1.2,24,1,1,1,1,1,100.0,100.0,100.0,1,1,0,0,0,0,0,15,-0.075,4.25,2.96,0.7,1.0425295463873245
